,epoch,accuracy,precision,recall,f1,train_loss,vali_loss,loss
0,1,0.2711629746835443,0.03085623555856941,0.11376331123166553,0.04839231088125589,2.1826585870200454,2.1815803050994873,2.1826585870200454
1,2,0.35977056962025317,0.08707499375087754,0.17286085615525867,0.11252435572583726,2.144797100426671,2.1005022525787354,2.144797100426671
2,3,0.43769778481012656,0.11307211903120322,0.21146589669228788,0.14165537391315033,2.0427829270926527,2.022066116333008,2.0427829270926527
3,4,0.5669501582278481,0.1997083451109256,0.289760891961419,0.23141261224762294,1.9302051391083592,1.8923977613449097,1.9302051391083592
4,5,0.5973101265822784,0.2423737567909482,0.31329504372911066,0.25877913934675645,1.861015164433196,1.8644096851348877,1.861015164433196
5,6,0.6026503164556962,0.21968741590455906,0.31364045392605167,0.24984797844555073,1.8452193173356712,1.8586188554763794,1.8452193173356712
6,7,0.6057159810126582,0.29076170568145004,0.32324077148845,0.28389572310216443,1.8348568776925913,1.8500748872756958,1.8348568776925913
7,8,0.5660601265822784,0.28109595100523466,0.29825445547749563,0.2636035460957221,1.7678253098417775,1.889824628829956,1.7678253098417775
8,9,0.482001582278481,0.24418754623831082,0.23609840243345145,0.1887609670690529,1.7331919681530792,1.9758636951446533,1.7331919681530792
9,10,0.7183544303797469,0.33172490568248164,0.41451024458399804,0.36202952290625834,1.7198607575017424,1.7441611289978027,1.7198607575017424
10,11,0.579806170886076,0.3096749852987256,0.3006477088933945,0.25982927584105525,1.7119183151866681,1.8801125288009644,1.7119183151866681
11,12,0.6011669303797469,0.3196431240494445,0.3690607160000288,0.3111234300390219,1.7066497113377141,1.8562723398208618,1.7066497113377141
12,13,0.5333267405063291,0.3854027267351175,0.3412442739537517,0.31303280313668547,1.6930835799287303,1.9215553998947144,1.6930835799287303
13,14,0.7646360759493671,0.4472364085588119,0.5113332658175365,0.46145145168713386,1.6515144243027076,1.704157829284668,1.6515144243027076
14,15,0.7780854430379747,0.45213192484831305,0.5048725089551607,0.4632448845830359,1.6368518728798571,1.689184546470642,1.6368518728798571
15,16,0.7919303797468354,0.4440529548907641,0.5087035471064597,0.4650244390465559,1.629121290989958,1.67133367061615,1.629121290989958
16,17,0.7964794303797469,0.45647870575256966,0.5292177881156485,0.47616830534209154,1.6232969871344276,1.6675759553909302,1.6232969871344276
17,18,0.7529667721518988,0.4327258588564552,0.4874098204201916,0.4480758060915921,1.6175100643413898,1.710907220840454,1.6175100643413898
18,19,0.7817444620253164,0.43592520437719595,0.5058600655500103,0.45986079432808213,1.61508631934754,1.6811637878417969,1.61508631934754
19,20,0.7870846518987342,0.46632966019407374,0.5057868689050549,0.4619938623260106,1.612921423424547,1.6751788854599,1.612921423424547
20,21,0.7852056962025317,0.45811943470858724,0.5354194644876802,0.47749981117065393,1.610670479722678,1.6784214973449707,1.610670479722678
21,22,0.810126582278481,0.47926755424457607,0.5392816456191861,0.49108178749657855,1.6072357969162183,1.6544363498687744,1.6072357969162183
22,23,0.7971716772151899,0.43477474587367637,0.5137987636314225,0.46467418688959744,1.6045616876583892,1.6651430130004883,1.6045616876583892
23,24,0.7566257911392406,0.43830889423211894,0.489071414954448,0.44566794464504333,1.6041771162051361,1.7045636177062988,1.6041771162051361
24,25,0.8151700949367089,0.46098197919122164,0.5334700211814372,0.48177524804157706,1.6013524402825596,1.643556833267212,1.6013524402825596
25,26,0.7430775316455697,0.4949407886810955,0.47142655791710364,0.4444138427471049,1.5791655714138628,1.7163898944854736,1.5791655714138628
26,27,0.797567246835443,0.5304317914701354,0.5450588391281516,0.5108088076217335,1.5633280288678009,1.6645548343658447,1.5633280288678009
27,28,0.8168512658227848,0.5528675208512883,0.5743625719244124,0.5401315924273754,1.5533932607394818,1.648690938949585,1.5533932607394818
28,29,0.8750988924050633,0.573702212968087,0.6376136742892392,0.5965316261009554,1.5474556094160477,1.5885180234909058,1.5474556094160477
29,30,0.8368275316455697,0.560310592072542,0.6258219562973342,0.5775893828993605,1.5435915937819802,1.6284936666488647,1.5435915937819802
30,31,0.8674841772151899,0.5770565455794334,0.6332134092359031,0.5916546424036147,1.5418772712683144,1.597358226776123,1.5418772712683144
31,32,0.8469145569620253,0.5618818696824863,0.6155221495009492,0.5769870079088665,1.5390005462085858,1.6151596307754517,1.5390005462085858
32,33,0.8730221518987342,0.5697381784651452,0.6263679270899273,0.5894461418989078,1.5384234886961623,1.5916792154312134,1.5384234886961623
33,34,0.8690664556962026,0.5657428330288246,0.634390280331723,0.5904393246038564,1.5367140202476575,1.5935739278793335,1.5367140202476575
34,35,0.871934335443038,0.5812824373172354,0.6459475441260341,0.6023493436638718,1.5371126450669652,1.5923514366149902,1.5371126450669652
35,36,0.853243670886076,0.5662769773020303,0.6132211648335432,0.5780039717294244,1.5357469693540384,1.6093168258666992,1.5357469693540384
36,37,0.8724287974683544,0.581445448533665,0.6469833331297957,0.6014101193235897,1.5352271745760981,1.5908312797546387,1.5352271745760981
37,38,0.848496835443038,0.5742757011468237,0.6055578302117861,0.5774778232198857,1.534595789619909,1.6139568090438843,1.534595789619909
38,39,0.869560917721519,0.5629751401153289,0.6328442595959801,0.5875234205994503,1.534609600758781,1.5942449569702148,1.534609600758781
39,40,0.8751977848101266,0.5742700125410655,0.6381485899726328,0.5961552251190233,1.5350389754810272,1.586388349533081,1.5350389754810272
40,41,0.8759889240506329,0.5742200555679706,0.6321577460273651,0.5924941754807703,1.5342302726099666,1.5860449075698853,1.5342302726099666
41,42,0.8651107594936709,0.576481044749527,0.6266435726349022,0.5859338862135788,1.533847062732465,1.5975967645645142,1.533847062732465
42,43,0.8812302215189873,0.5820819731546758,0.6486152021262154,0.6048632347027428,1.533337272775059,1.5803322792053223,1.533337272775059
43,44,0.8781645569620253,0.5733990297339624,0.6360890905602055,0.5954582345076028,1.5330201486429087,1.5857229232788086,1.5330201486429087
44,45,0.8642207278481012,0.5776052900075955,0.621756240833965,0.5893314595534286,1.532861490219165,1.5991318225860596,1.532861490219165
45,46,0.872626582278481,0.571588284343453,0.6373936271605256,0.5957097192410571,1.5330760052409798,1.5894910097122192,1.5330760052409798
46,47,0.8803401898734177,0.5857890468783129,0.6473798164099116,0.6061619467038547,1.5330426114054914,1.5815526247024536,1.5330426114054914
47,48,0.8721321202531646,0.5836100420603781,0.6484051791552163,0.6040575036830584,1.5331308129496468,1.590758204460144,1.5331308129496468
48,49,0.877373417721519,0.5787416046658083,0.6429854185323159,0.6027461341467257,1.5325825808528133,1.5871533155441284,1.5325825808528133
49,50,0.8813291139240507,0.5730210547170165,0.6436642309699345,0.5997589732240155,1.5317938697223845,1.5822126865386963,1.5317938697223845
50,51,0.8607594936708861,0.6331796002090714,0.6442431990453701,0.6161019124962899,1.5161027199924944,1.5995490550994873,1.5161027199924944
51,52,0.8817246835443038,0.6688585600118441,0.6926868388534211,0.6601371140749498,1.508120114430071,1.583433985710144,1.508120114430071
52,53,0.8954707278481012,0.6820659084967995,0.729024345289077,0.6911014652785344,1.5037559373691058,1.5717291831970215,1.5037559373691058
53,54,0.8014240506329114,0.611649032875431,0.6218581394865537,0.5838384449279765,1.5008842868926806,1.6611844301223755,1.5008842868926806
54,55,0.8816257911392406,0.6640823271823244,0.7147079190072122,0.6703669914943734,1.5000772666626465,1.583513855934143,1.5000772666626465
55,56,0.8905261075949367,0.6753953370734324,0.7187679683352036,0.6816111572078402,1.496975378868298,1.5728751420974731,1.496975378868298
56,57,0.9063488924050633,0.690288438495867,0.7322182498994436,0.7008212362986737,1.4962240891715588,1.5581293106079102,1.4962240891715588
57,58,0.8992286392405063,0.6963640941227668,0.7288469673705822,0.6947556598035008,1.4953098750342957,1.564459204673767,1.4953098750342957
